[ 2026-09-22 21:47:46,019] 16 root - INFO - Initiate Data Ingestion
[ 2026-09-22 21:47:49,766] 66 root - INFO - Performed Train test split on DataFrame
[ 2026-09-22 21:47:49,766] 67 root - INFO - Existed split_data_as_train_test method of data_Ingestion class
[ 2026-09-22 21:47:49,767] 72 root - INFO - Exporting Train and Test file path
[ 2026-09-22 21:47:49,845] 80 root - INFO - Exported Train and Test file path
[ 2026-09-22 21:47:49,846] 18 root - INFO - Data Initation is Completed.
[ 2026-09-22 21:47:49,858] 22 root - INFO - Initiate Data Validation
[ 2026-09-22 21:47:49,963] 32 root - INFO - Required Number of columns: 2
[ 2026-09-22 21:47:49,964] 33 root - INFO - Dataframe has Columns: 31
[ 2026-09-22 21:47:49,964] 32 root - INFO - Required Number of columns: 2
[ 2026-09-22 21:47:49,964] 33 root - INFO - Dataframe has Columns: 31
[ 2026-09-22 21:47:50,165] 24 root - INFO - Data Validation Completed.
[ 2026-09-22 21:47:50,165] 27 root - INFO - Data Transformation Started.
[ 2026-09-22 21:47:50,165] 65 root - INFO - Entered the initiate_data_transfoirmation method of DataTransformation class
[ 2026-09-22 21:47:50,165] 67 root - INFO - Starting Data Transformation
[ 2026-09-22 21:47:50,205] 48 root - INFO - Entered Get_data_transformer_obeject method of transformation class 
[ 2026-09-22 21:47:50,206] 51 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-09-22 21:47:50,226] 48 root - INFO - Entered the Save Object Method of mainutils class
[ 2026-09-22 21:47:50,231] 52 root - INFO - Existed the Save_object Method of MainUtils class
[ 2026-09-22 21:47:50,233] 31 root - INFO - Data Transformation is completed
[ 2026-09-22 21:47:50,233] 33 root - INFO - Model Training Started
