[ 2026-09-23 21:47:45,625] 16 root - INFO - Initiate Data Ingestion
[ 2026-09-23 21:47:51,568] 66 root - INFO - Performed Train test split on DataFrame
[ 2026-09-23 21:47:51,568] 67 root - INFO - Existed split_data_as_train_test method of data_Ingestion class
[ 2026-09-23 21:47:51,569] 72 root - INFO - Exporting Train and Test file path
[ 2026-09-23 21:47:51,640] 80 root - INFO - Exported Train and Test file path
[ 2026-09-23 21:47:51,641] 18 root - INFO - Data Initation is Completed.
[ 2026-09-23 21:47:51,651] 22 root - INFO - Initiate Data Validation
[ 2026-09-23 21:47:51,760] 32 root - INFO - Required Number of columns: 2
[ 2026-09-23 21:47:51,764] 33 root - INFO - Dataframe has Columns: 31
[ 2026-09-23 21:47:51,765] 32 root - INFO - Required Number of columns: 2
[ 2026-09-23 21:47:51,765] 33 root - INFO - Dataframe has Columns: 31
[ 2026-09-23 21:47:52,033] 24 root - INFO - Data Validation Completed.
[ 2026-09-23 21:47:52,033] 27 root - INFO - Data Transformation Started.
[ 2026-09-23 21:47:52,033] 65 root - INFO - Entered the initiate_data_transfoirmation method of DataTransformation class
[ 2026-09-23 21:47:52,034] 67 root - INFO - Starting Data Transformation
[ 2026-09-23 21:47:52,083] 48 root - INFO - Entered Get_data_transformer_obeject method of transformation class 
[ 2026-09-23 21:47:52,083] 51 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-09-23 21:47:52,110] 48 root - INFO - Entered the Save Object Method of mainutils class
[ 2026-09-23 21:47:52,118] 52 root - INFO - Existed the Save_object Method of MainUtils class
[ 2026-09-23 21:47:52,121] 31 root - INFO - Data Transformation is completed
[ 2026-09-23 21:47:52,121] 33 root - INFO - Model Training Started
[ 2026-09-23 21:50:34,158] 48 root - INFO - Entered the Save Object Method of mainutils class
[ 2026-09-23 21:50:34,159] 52 root - INFO - Existed the Save_object Method of MainUtils class
[ 2026-09-23 21:50:34,159] 139 root - INFO - Model Trainner Artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\09_23_26_21_47_33\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricsArtifact(f1_score=0.9960254372019078, precision_score=0.9936558287073751, recall_score=0.998406374501992), test_metric_artifact=ClassificationMetricsArtifact(f1_score=0.9960254372019078, precision_score=0.9936558287073751, recall_score=0.998406374501992))
[ 2026-09-23 21:50:34,161] 38 root - INFO - Model Training Artifact Created
